transaction_date,symboling,normalized-losses,make,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,horsepower-binned,diesel,gas,price_norm,horsepower_norm,body_convertible,body_hardtop,body_hatchback,body_sedan,body_wagon
2025-01-11,0,192,bmw,std,four,sedan,rwd,front,101.2,0.8495915425276309,0.8999999999999999,54.3,2395,ohc,four,108,mpfi,3.5,2.8,8.8,101.0,5800.0,23,29,24565.0,10.217391304347826,low,0,1,0.48277146119855024,0.24766355140186913,0,0,0,1,0
2025-01-12,0,188,bmw,std,two,sedan,rwd,front,101.2,0.8495915425276309,0.8999999999999999,54.3,2710,ohc,six,164,mpfi,3.31,3.19,9.0,121.0,4250.0,21,28,20970.0,11.190476190476188,medium,0,1,0.3935256442083313,0.34112149532710284,0,0,0,1,0
2025-01-13,0,188,bmw,std,four,sedan,awd,front,101.2,0.8495915425276309,0.8999999999999999,54.3,2765,ohc,six,164,mpfi,3.31,3.19,9.0,121.0,4250.0,21,28,21105.0,11.190476190476188,medium,0,1,0.396877017029939,0.34112149532710284,0,0,0,1,0
2025-01-14,1,122,bmw,std,four,sedan,rwd,front,103.5,0.9082172032676598,0.9291666666666668,55.7,3055,ohc,six,164,mpfi,3.31,3.19,9.0,121.0,4250.0,20,25,24565.0,11.75,medium,0,1,0.48277146119855024,0.34112149532710284,0,0,0,1,0
2025-01-15,0,122,bmw,std,four,sedan,rwd,front,103.5,0.9082172032676598,0.9291666666666668,55.7,3230,ohc,six,209,mpfi,3.62,3.39,8.0,182.0,5400.0,16,22,30760.0,14.6875,high,0,1,0.6365622362345464,0.6261682242990654,0,0,0,1,0
2025-01-16,0,122,bmw,std,four,sedan,rwd,front,103.5,0.9312830370014415,0.9430555555555556,53.7,3380,ohc,six,209,mpfi,3.62,3.39,8.0,182.0,5400.0,16,22,41315.0,14.6875,high,0,1,0.8985899409165385,0.6261682242990654,0,0,0,1,0
2025-01-17,0,122,bmw,std,four,sedan,rwd,front,110.0,0.9466602594906296,0.9847222222222224,56.3,3505,ohc,six,209,mpfi,3.62,3.39,8.0,182.0,5400.0,15,20,36880.0,15.666666666666664,high,0,1,0.7884911374807606,0.6261682242990654,0,0,0,1,0
2025-01-18,2,121,chevrolet,std,two,hatchback,fwd,front,88.4,0.6780394041326285,0.8374999999999999,53.2,1488,l,three,61,2bbl,2.91,3.03,9.5,48.0,5100.0,47,53,5151.0,5.0,low,0,1,0.0008192244675040983,0.0,0,0,1,0,0
2025-01-19,1,98,chevrolet,std,two,hatchback,fwd,front,94.5,0.7491590581451226,0.8833333333333333,52.0,1874,ohc,four,90,mpfi,3.03,3.11,9.6,70.0,5400.0,38,43,6295.0,6.184210526315789,low,0,1,0.029219006007646098,0.10280373831775702,0,0,1,0,0
2025-01-20,0,81,chevrolet,std,four,sedan,fwd,front,94.5,0.7630946660259491,0.8833333333333333,52.0,1909,ohc,four,90,2bbl,3.03,3.11,9.6,70.0,5400.0,38,43,6575.0,6.184210526315789,low,0,1,0.03617000148949903,0.10280373831775702,0,0,0,1,0
2025-01-21,1,118,dodge,std,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8861111111111111,50.8,1876,ohc,four,90,2bbl,2.97,3.23,9.41,76.0,5500.0,37,41,5572.0,6.351351351351353,low,0,1,0.01127054267414726,0.13084112149532712,0,0,1,0,0
2025-01-22,1,118,dodge,std,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8861111111111111,50.8,1876,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,6377.0,7.580645161290323,low,0,1,0.03125465468447444,0.09345794392523366,0,0,1,0,0
2025-01-23,1,118,dodge,turbo,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8861111111111111,50.8,2128,ohc,four,98,mpfi,3.03,3.39,7.6,102.0,5500.0,24,30,7957.0,9.791666666666666,medium,0,1,0.07047812918921603,0.2523364485981308,0,0,1,0,0
2025-01-24,1,148,dodge,std,four,hatchback,fwd,front,93.7,0.7558865929841423,0.8861111111111111,50.6,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,6229.0,7.580645161290323,low,0,1,0.0275805570726379,0.09345794392523366,0,0,1,0,0
2025-01-25,1,148,dodge,std,four,sedan,fwd,front,93.7,0.7558865929841423,0.8861111111111111,50.6,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,6692.0,7.580645161290323,low,0,1,0.039074524601558996,0.09345794392523366,0,0,0,1,0
2025-01-26,1,148,dodge,std,four,sedan,fwd,front,93.7,0.7558865929841423,0.8861111111111111,50.6,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,7609.0,7.580645161290323,low,0,1,0.06183903480462738,0.09345794392523366,0,0,0,1,0
2025-01-27,1,148,dodge,turbo,four,sedan,fwd,front,93.7,0.7558865929841423,0.8861111111111111,50.6,2191,ohc,four,98,mpfi,3.03,3.39,7.6,102.0,5500.0,24,30,8558.0,9.791666666666666,medium,0,1,0.08539794449133609,0.2523364485981308,0,0,0,1,0
2025-01-28,-1,110,dodge,std,four,wagon,fwd,front,103.3,0.8390197020663143,0.8972222222222221,59.8,2535,ohc,four,122,2bbl,3.34,3.46,8.5,88.0,5000.0,24,30,8921.0,9.791666666666666,low,0,1,0.09440941363388114,0.1869158878504673,0,0,0,0,1
2025-01-29,3,145,dodge,turbo,two,hatchback,fwd,front,95.9,0.8322921672272945,0.9208333333333332,50.2,2811,ohc,four,156,mfi,3.6,3.9,7.0,145.0,5000.0,19,24,12964.0,12.36842105263158,medium,0,1,0.1947768233950648,0.4532710280373831,0,0,1,0,0
2025-01-30,2,137,honda,std,two,hatchback,fwd,front,86.6,0.6948582412301778,0.8875,50.8,1713,ohc,four,92,1bbl,2.91,3.41,9.6,58.0,4800.0,49,54,6479.0,4.795918367346938,low,0,1,0.033786803038578006,0.04672897196261683,0,0,1,0,0
2025-01-31,2,137,honda,std,two,hatchback,fwd,front,86.6,0.6948582412301778,0.8875,50.8,1819,ohc,four,92,1bbl,2.91,3.41,9.2,76.0,6000.0,31,38,6855.0,7.580645161290323,low,0,1,0.043120996971351966,0.13084112149532712,0,0,1,0,0
2025-02-01,1,101,honda,std,two,hatchback,fwd,front,93.7,0.7208073041806824,0.8888888888888888,52.6,1837,ohc,four,79,1bbl,2.91,3.07,10.1,60.0,5500.0,38,42,5399.0,6.184210526315789,low,0,1,0.006975820465716681,0.05607476635514019,0,0,1,0,0
2025-02-02,1,101,honda,std,two,hatchback,fwd,front,93.7,0.7208073041806824,0.8888888888888888,52.6,1940,ohc,four,92,1bbl,2.91,3.41,9.2,76.0,6000.0,30,34,6529.0,7.833333333333332,low,0,1,0.035028052231766055,0.13084112149532712,0,0,1,0,0
2025-02-03,1,101,honda,std,two,hatchback,fwd,front,93.7,0.7208073041806824,0.8888888888888888,52.6,1956,ohc,four,92,1bbl,2.91,3.41,9.2,76.0,6000.0,30,34,7129.0,7.833333333333332,low,0,1,0.049923042550022334,0.13084112149532712,0,0,1,0,0
2025-02-04,0,110,honda,std,four,sedan,fwd,front,96.5,0.7851994233541567,0.8888888888888888,54.5,2010,ohc,four,92,1bbl,2.91,3.41,9.2,76.0,6000.0,30,34,7295.0,7.833333333333332,low,0,1,0.05404398987140657,0.13084112149532712,0,0,0,1,0
2025-02-05,0,78,honda,std,four,wagon,fwd,front,96.5,0.7549255165785679,0.8875,58.3,2024,ohc,four,92,1bbl,2.92,3.41,9.2,76.0,6000.0,30,34,7595.0,7.833333333333332,low,0,1,0.061491485030534726,0.13084112149532712,0,0,0,0,1
2025-02-06,0,106,honda,std,two,hatchback,fwd,front,96.5,0.8049014896684287,0.9055555555555556,53.3,2236,ohc,four,110,1bbl,3.15,3.58,9.0,86.0,5800.0,27,33,7895.0,8.703703703703704,low,0,1,0.06893898018966288,0.17757009345794394,0,0,1,0,0
2025-02-07,0,106,honda,std,two,hatchback,fwd,front,96.5,0.8049014896684287,0.9055555555555556,53.3,2289,ohc,four,110,1bbl,3.15,3.58,9.0,86.0,5800.0,27,33,9095.0,8.703703703703704,low,0,1,0.09872896082617547,0.17757009345794394,0,0,1,0,0
2025-02-08,0,85,honda,std,four,sedan,fwd,front,96.5,0.8428640076886112,0.9055555555555556,54.1,2304,ohc,four,110,1bbl,3.15,3.58,9.0,86.0,5800.0,27,33,8845.0,8.703703703703704,low,0,1,0.09252271486023533,0.17757009345794394,0,0,0,1,0
2025-02-09,0,85,honda,std,four,sedan,fwd,front,96.5,0.8428640076886112,0.8680555555555556,54.1,2372,ohc,four,110,1bbl,3.15,3.58,9.0,86.0,5800.0,27,33,10295.0,8.703703703703704,low,0,1,0.12851894146268805,0.17757009345794394,0,0,0,1,0
2025-02-10,0,85,honda,std,four,sedan,fwd,front,96.5,0.8428640076886112,0.9055555555555556,54.1,2465,ohc,four,110,mpfi,3.15,3.58,9.0,101.0,5800.0,24,28,12945.0,9.791666666666666,low,0,1,0.19430514870165333,0.24766355140186913,0,0,0,1,0
2025-02-11,1,107,honda,std,two,sedan,fwd,front,96.5,0.8125901009130225,0.9166666666666666,51.0,2293,ohc,four,110,2bbl,3.15,3.58,9.1,100.0,5500.0,25,31,10345.0,9.4,low,0,1,0.12976019065587607,0.24299065420560745,0,0,0,1,0
2025-02-12,0,122,isuzu,std,four,sedan,rwd,front,94.3,0.8202787121576165,0.8583333333333333,53.5,2337,ohc,four,111,2bbl,3.31,3.23,8.5,78.0,4800.0,24,29,6785.0,9.791666666666666,low,0,1,0.041383248100888725,0.14018691588785048,0,0,0,1,0
2025-02-13,2,122,isuzu,std,two,hatchback,rwd,front,96.0,0.8294089380105718,0.9055555555555556,51.4,2734,ohc,four,119,spfi,3.43,3.23,9.2,90.0,5000.0,24,29,11048.0,9.791666666666666,low,0,1,0.14721215431209972,0.19626168224299068,0,0,1,0,0
2025-02-14,0,145,jaguar,std,four,sedan,rwd,front,113.0,0.9591542527630946,0.9666666666666666,52.8,4066,dohc,six,258,mpfi,3.63,4.17,8.1,176.0,4750.0,15,19,32250.0,15.666666666666664,high,0,1,0.6735514621915497,0.5981308411214954,0,0,0,1,0
2025-02-15,0,122,jaguar,std,four,sedan,rwd,front,113.0,0.9591542527630946,0.9666666666666666,52.8,4066,dohc,six,258,mpfi,3.63,4.17,8.1,176.0,4750.0,15,19,35550.0,15.666666666666664,high,0,1,0.7554739089419593,0.5981308411214954,0,0,0,1,0
2025-02-16,0,122,jaguar,std,two,sedan,rwd,front,102.0,0.921191734742912,0.9805555555555556,47.8,3950,ohcv,twelve,326,mpfi,3.54,2.76,11.5,262.0,5000.0,13,17,36000.0,18.07692307692308,high,0,1,0.7666451516806514,0.9999999999999998,0,0,0,1,0
2025-02-17,1,104,mazda,std,two,hatchback,fwd,front,93.1,0.7645362806343105,0.8916666666666667,54.1,1890,ohc,four,91,2bbl,3.03,3.15,9.0,68.0,5000.0,30,31,5195.0,7.833333333333332,low,0,1,0.0019115237575095534,0.09345794392523366,0,0,1,0,0
2025-02-18,1,104,mazda,std,two,hatchback,fwd,front,93.1,0.7645362806343105,0.8916666666666667,54.1,1900,ohc,four,91,2bbl,3.03,3.15,9.0,68.0,5000.0,31,38,6095.0,7.580645161290323,low,0,1,0.024254009234893986,0.09345794392523366,0,0,1,0,0
2025-02-19,1,104,mazda,std,two,hatchback,fwd,front,93.1,0.7645362806343105,0.8916666666666667,54.1,1905,ohc,four,91,2bbl,3.03,3.15,9.0,68.0,5000.0,31,38,6795.0,7.580645161290323,low,0,1,0.041631497939526335,0.09345794392523366,0,0,1,0,0
2025-02-20,1,113,mazda,std,four,sedan,rwd,front,93.1,0.8015377222489188,0.8916666666666667,54.1,1945,ohc,four,91,2bbl,3.03,3.15,9.0,68.0,5000.0,31,38,6695.0,7.580645161290323,low,0,1,0.03914899955315029,0.09345794392523366,0,0,0,1,0
2025-02-21,1,113,mazda,std,four,sedan,fwd,front,93.1,0.8015377222489188,0.8916666666666667,54.1,1950,ohc,four,91,2bbl,3.08,3.15,9.0,68.0,5000.0,31,38,7395.0,7.580645161290323,low,0,1,0.056526488257782614,0.09345794392523366,0,0,0,1,0
2025-02-22,3,150,mazda,std,two,hatchback,rwd,front,95.3,0.8121095627102355,0.9125,49.6,2380,rotor,two,70,4bbl,3.329751243781096,3.29,9.4,101.0,6000.0,17,23,10945.0,13.823529411764708,low,0,1,0.14465518097413238,0.24766355140186913,0,0,1,0,0
2025-02-23,3,150,mazda,std,two,hatchback,rwd,front,95.3,0.8121095627102355,0.9125,49.6,2380,rotor,two,70,4bbl,3.329751243781096,3.29,9.4,101.0,6000.0,17,23,11845.0,13.823529411764708,low,0,1,0.1669976664515168,0.24766355140186913,0,0,1,0,0
2025-02-24,3,150,mazda,std,two,hatchback,rwd,front,95.3,0.8121095627102355,0.9125,49.6,2385,rotor,two,70,4bbl,3.329751243781096,3.29,9.4,101.0,6000.0,17,23,13645.0,13.823529411764708,low,0,1,0.21168263740628568,0.24766355140186913,0,0,1,0,0
2025-02-25,3,150,mazda,std,two,hatchback,rwd,front,95.3,0.8121095627102355,0.9125,49.6,2500,rotor,two,80,mpfi,3.329751243781096,3.29,9.4,116.0,6000.0,16,23,15645.0,14.6875,medium,0,1,0.2613326051338067,0.3177570093457944,0,0,1,0,0
2025-02-26,1,129,mazda,std,two,hatchback,fwd,front,98.8,0.8543969245555022,0.9236111111111112,53.7,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800.0,26,32,8845.0,9.038461538461537,low,0,1,0.09252271486023533,0.16822429906542058,0,0,1,0,0
2025-02-27,0,115,mazda,std,four,sedan,fwd,front,98.8,0.8543969245555022,0.9236111111111112,55.5,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800.0,26,32,8495.0,9.038461538461537,low,0,1,0.08383397050791916,0.16822429906542058,0,0,0,1,0
2025-02-28,1,129,mazda,std,two,hatchback,fwd,front,98.8,0.8543969245555022,0.9236111111111112,53.7,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800.0,26,32,10595.0,9.038461538461537,low,0,1,0.13596643662181618,0.16822429906542058,0,0,1,0,0
2025-03-01,0,115,mazda,std,four,sedan,fwd,front,98.8,0.8543969245555022,0.9236111111111112,55.5,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800.0,26,32,10245.0,9.038461538461537,low,0,1,0.12727769226950003,0.16822429906542058,0,0,0,1,0
2025-03-02,0,122,mazda,std,four,sedan,fwd,front,98.8,0.8543969245555022,0.9236111111111112,55.5,2443,ohc,four,122,idi,3.39,3.39,22.7,64.0,4650.0,36,42,10795.0,6.527777777777778,low,1,0,0.14093143339456832,0.07476635514018692,0,0,0,1,0
2025-03-03,0,115,mazda,std,four,hatchback,fwd,front,98.8,0.8543969245555022,0.9236111111111112,55.5,2425,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800.0,26,32,11245.0,9.038461538461537,low,0,1,0.1521026761332605,0.16822429906542058,0,0,1,0,0
2025-03-04,0,118,mazda,std,four,sedan,rwd,front,104.9,0.8409418548774628,0.9180555555555556,54.4,2670,ohc,four,140,mpfi,3.76,3.16,8.0,120.0,5000.0,19,27,18280.0,12.36842105263158,medium,0,1,0.32674643761481553,0.3364485981308411,0,0,0,1,0
2025-03-05,0,122,mazda,std,four,sedan,rwd,front,104.9,0.8409418548774628,0.9180555555555556,54.4,2700,ohc,four,134,idi,3.43,3.64,22.0,72.0,4200.0,31,39,18344.0,7.580645161290323,low,1,0,0.32833523658209623,0.11214953271028039,0,0,0,1,0
2025-03-06,-1,93,mercedes-benz,turbo,four,sedan,rwd,front,110.0,0.9173474291206152,0.9763888888888888,56.5,3515,ohc,five,183,idi,3.58,3.64,21.5,123.0,4350.0,22,25,25552.0,10.681818181818182,medium,1,0,0.5072737202720818,0.3504672897196262,0,0,0,1,0
2025-03-07,-1,93,mercedes-benz,turbo,four,wagon,rwd,front,110.0,0.9173474291206152,0.9763888888888888,58.7,3750,ohc,five,183,mpfi,3.58,3.64,21.5,123.0,4350.0,22,25,28248.0,10.681818181818182,medium,1,0,0.5742018767687802,0.3504672897196262,0,0,0,0,1
2025-03-08,0,93,mercedes-benz,turbo,two,hardtop,rwd,front,106.7,0.9010091302258528,0.9763888888888888,54.9,3495,ohc,five,183,idi,3.58,3.64,21.5,123.0,4350.0,22,25,28176.0,10.681818181818182,medium,1,0,0.5724144779305893,0.3504672897196262,0,1,0,0,0
2025-03-09,-1,93,mercedes-benz,turbo,four,sedan,rwd,front,115.6,0.9735703988467084,0.9958333333333332,56.3,3770,ohc,five,183,idi,3.58,3.64,21.5,123.0,4350.0,22,25,31600.0,10.681818181818182,medium,1,0,0.6574152226801053,0.3504672897196262,0,0,0,1,0
2025-03-10,-1,122,mercedes-benz,std,four,sedan,rwd,front,115.6,0.9735703988467084,0.9958333333333332,56.5,3740,ohcv,eight,234,mpfi,3.46,3.1,8.3,155.0,4750.0,16,18,34184.0,14.6875,medium,0,1,0.7215629809840625,0.49999999999999994,0,0,0,1,0
2025-03-11,3,142,mercedes-benz,std,two,convertible,rwd,front,96.6,0.8664103796251803,0.9791666666666666,50.8,3685,ohcv,eight,234,mpfi,3.46,3.1,8.3,155.0,4750.0,16,18,35056.0,14.6875,medium,0,1,0.7432103669132615,0.49999999999999994,1,0,0,0,0
2025-03-12,0,122,mercedes-benz,std,four,sedan,rwd,front,120.9,1.0,0.9958333333333332,56.7,3900,ohcv,eight,308,mpfi,3.8,3.35,8.0,184.0,4500.0,14,16,40960.0,16.785714285714285,high,0,1,0.8897770716449036,0.6355140186915889,0,0,0,1,0
2025-03-13,1,122,mercedes-benz,std,two,hardtop,rwd,front,112.0,0.957232099951946,1.0,55.4,3715,ohcv,eight,304,mpfi,3.8,3.35,8.0,184.0,4500.0,14,16,45400.0,16.785714285714285,high,0,1,1.0,0.6355140186915889,0,1,0,0,0
2025-03-14,1,122,mercury,turbo,two,hatchback,rwd,front,102.7,0.8572801537722249,0.9444444444444444,54.8,2910,ohc,four,140,mpfi,3.78,3.12,8.0,175.0,5000.0,19,24,16503.0,12.36842105263158,high,0,1,0.2826324412889132,0.5934579439252337,0,0,1,0,0
2025-03-15,2,161,mitsubishi,std,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8944444444444445,50.8,1918,ohc,four,92,2bbl,2.97,3.23,9.4,68.0,5500.0,37,41,5389.0,6.351351351351353,low,0,1,0.006727570627079071,0.09345794392523366,0,0,1,0,0
2025-03-16,2,161,mitsubishi,std,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8944444444444445,50.8,1944,ohc,four,92,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,6189.0,7.580645161290323,low,0,1,0.026587557718087462,0.09345794392523366,0,0,1,0,0
2025-03-17,2,161,mitsubishi,std,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8944444444444445,50.8,2004,ohc,four,92,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,6669.0,7.580645161290323,low,0,1,0.03850354997269251,0.09345794392523366,0,0,1,0,0
2025-03-18,1,161,mitsubishi,turbo,two,hatchback,fwd,front,93.0,0.7558865929841423,0.8861111111111111,50.8,2145,ohc,four,98,spdi,3.03,3.39,7.6,102.0,5500.0,24,30,7689.0,9.791666666666666,medium,0,1,0.0638250335137282,0.2523364485981308,0,0,1,0,0
2025-03-19,3,153,mitsubishi,turbo,two,hatchback,fwd,front,96.3,0.8313310908217203,0.9083333333333334,49.4,2370,ohc,four,110,spdi,3.17,3.46,7.5,116.0,5500.0,23,30,9959.0,10.217391304347826,medium,0,1,0.12017774688446453,0.3177570093457944,0,0,1,0,0
2025-03-20,3,153,mitsubishi,std,two,hatchback,fwd,front,96.3,0.8313310908217203,0.9083333333333334,49.4,2328,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000.0,25,32,8499.0,9.4,low,0,1,0.0839332704433742,0.1869158878504673,0,0,1,0,0
2025-03-21,3,122,mitsubishi,turbo,two,hatchback,fwd,front,95.9,0.8322921672272945,0.9208333333333332,50.2,2833,ohc,four,156,spdi,3.58,3.86,7.0,145.0,5000.0,19,24,12629.0,12.36842105263158,medium,0,1,0.18646045380070503,0.4532710280373831,0,0,1,0,0
2025-03-22,3,122,mitsubishi,turbo,two,hatchback,fwd,front,95.9,0.8322921672272945,0.9208333333333332,50.2,2921,ohc,four,156,spdi,3.59,3.86,7.0,145.0,5000.0,19,24,8344.0,12.36842105263158,medium,0,1,0.08008539794449132,0.4532710280373831,0,0,1,0,0
2025-03-23,3,122,mitsubishi,turbo,two,hatchback,fwd,front,95.9,0.8322921672272945,0.9208333333333332,50.2,2926,ohc,four,156,spdi,3.59,3.86,7.0,145.0,5000.0,19,24,14489.0,12.36842105263158,medium,0,1,0.23263492378729955,0.4532710280373831,0,0,1,0,0
2025-03-24,1,125,mitsubishi,std,four,sedan,fwd,front,96.3,0.8284478616049976,0.9083333333333334,51.6,2365,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000.0,25,32,6989.0,9.4,low,0,1,0.04644754480909585,0.1869158878504673,0,0,0,1,0
2025-03-25,1,125,mitsubishi,std,four,sedan,fwd,front,96.3,0.8284478616049976,0.9083333333333334,51.6,2405,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000.0,25,32,8189.0,9.4,low,0,1,0.07623752544560847,0.1869158878504673,0,0,0,1,0
2025-03-26,1,125,mitsubishi,turbo,four,sedan,fwd,front,96.3,0.8284478616049976,0.9083333333333334,51.6,2403,ohc,four,110,spdi,3.17,3.46,7.5,116.0,5500.0,23,30,9279.0,10.217391304347826,medium,0,1,0.1032967578571074,0.3177570093457944,0,0,0,1,0
2025-03-27,-1,137,mitsubishi,std,four,sedan,fwd,front,96.3,0.8284478616049976,0.9083333333333334,51.6,2403,ohc,four,110,spdi,3.17,3.46,7.5,116.0,5500.0,23,30,9279.0,10.217391304347826,medium,0,1,0.1032967578571074,0.3177570093457944,0,0,0,1,0
2025-03-28,1,128,nissan,std,two,sedan,fwd,front,94.5,0.794329649207112,0.8861111111111111,54.5,1889,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,31,37,5499.0,7.580645161290323,low,0,1,0.00945831885209275,0.09813084112149534,0,0,0,1,0
2025-03-29,1,128,nissan,std,two,sedan,fwd,front,94.5,0.794329649207112,0.8861111111111111,54.5,2017,ohc,four,103,idi,2.99,3.47,21.9,55.0,4800.0,45,50,7099.0,5.222222222222221,low,1,0,0.04917829303410953,0.03271028037383178,0,0,0,1,0
2025-03-30,1,128,nissan,std,two,sedan,fwd,front,94.5,0.794329649207112,0.8861111111111111,54.5,1918,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,31,37,6649.0,7.580645161290323,low,0,1,0.03800705029541729,0.09813084112149534,0,0,0,1,0
2025-03-31,1,122,nissan,std,four,sedan,fwd,front,94.5,0.794329649207112,0.8861111111111111,54.5,1938,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,31,37,6849.0,7.580645161290323,low,0,1,0.0429720470681694,0.09813084112149534,0,0,0,1,0
2025-04-01,1,103,nissan,std,four,hatchback,fwd,front,94.5,0.8178760211436809,0.8861111111111111,53.5,2024,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,31,37,7349.0,7.580645161290323,low,0,1,0.05538453900004964,0.09813084112149534,0,0,1,0,0
2025-04-02,1,128,nissan,std,two,sedan,fwd,front,94.5,0.794329649207112,0.8861111111111111,54.5,1951,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,31,37,7299.0,7.580645161290323,low,0,1,0.054143289806861616,0.09813084112149534,0,0,0,1,0
2025-04-03,1,128,nissan,std,two,hatchback,fwd,front,94.5,0.7957712638154734,0.8861111111111111,53.3,2028,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,31,37,7799.0,7.580645161290323,low,0,1,0.06655578173874185,0.09813084112149534,0,0,1,0,0
2025-04-04,1,122,nissan,std,four,sedan,fwd,front,94.5,0.794329649207112,0.8861111111111111,54.5,1971,ohc,four,97,2bbl,3.15,3.29,9.4,69.0,5200.0,31,37,7499.0,7.580645161290323,low,0,1,0.05910828657961373,0.09813084112149534,0,0,0,1,0
